attendance_id,enrollment_id,class_date,status
ATT002248,ENR00188,2024-02-12,Absent
ATT002249,ENR00188,2024-02-19,Present
ATT002250,ENR00188,2024-02-26,Present
ATT002251,ENR00188,2024-03-04,Present
ATT002252,ENR00188,2024-03-11,Present
ATT002253,ENR00188,2024-03-18,Present
ATT002254,ENR00188,2024-03-25,Present
ATT002255,ENR00188,2024-04-01,Late
ATT002256,ENR00188,2024-04-08,Present
ATT002257,ENR00189,2024-01-22,Present
ATT002258,ENR00189,2024-01-29,Absent
ATT002259,ENR00189,2024-02-05,Present
ATT002260,ENR00189,2024-02-12,Late
ATT002261,ENR00189,2024-02-19,Late
ATT002262,ENR00189,2024-02-26,Present
ATT002263,ENR00189,2024-03-04,Present
ATT002264,ENR00189,2024-03-11,Present
ATT002265,ENR00189,2024-03-18,Present
ATT002266,ENR00189,2024-03-25,Present
ATT002267,ENR00189,2024-04-01,Present
ATT002268,ENR00189,2024-04-08,Present
ATT002269,ENR00190,2024-01-22,Present
ATT002270,ENR00190,2024-01-29,Present
ATT002271,ENR00190,2024-02-05,Present
ATT002272,ENR00190,2024-02-12,Present
ATT002273,ENR00190,2024-02-19,Present
ATT002274,ENR00190,2024-02-26,Present
ATT002275,ENR00190,2024-03-04,Present
ATT002276,ENR00190,2024-03-11,Present
ATT002277,ENR00190,2024-03-18,Present
ATT002278,ENR00190,2024-03-25,Late
ATT002279,ENR00190,2024-04-01,Present
ATT002280,ENR00190,2024-04-08,Present
ATT002281,ENR00191,2024-01-22,Present
ATT002282,ENR00191,2024-01-29,Late
ATT002283,ENR00191,2024-02-05,Present
ATT002284,ENR00191,2024-02-12,Present
ATT002285,ENR00191,2024-02-19,Present
ATT002286,ENR00191,2024-02-26,Present
ATT002287,ENR00191,2024-03-04,Present
ATT002288,ENR00191,2024-03-11,Absent
ATT002289,ENR00191,2024-03-18,Present
ATT002290,ENR00191,2024-03-25,Late
ATT002291,ENR00191,2024-04-01,Present
ATT002292,ENR00191,2024-04-08,Present
ATT002293,ENR00192,2024-01-22,Present
ATT002294,ENR00192,2024-01-29,Present
ATT002295,ENR00192,2024-02-05,Present
ATT002296,ENR00192,2024-02-12,Present
ATT002297,ENR00192,2024-02-19,Late
ATT002298,ENR00192,2024-02-26,Present
ATT002299,ENR00192,2024-03-04,Present
ATT002300,ENR00192,2024-03-11,Present
ATT002301,ENR00192,2024-03-18,Present
ATT002302,ENR00192,2024-03-25,Present
ATT002303,ENR00192,2024-04-01,Absent
ATT002304,ENR00192,2024-04-08,Present
ATT002305,ENR00193,2024-01-22,Present
ATT002306,ENR00193,2024-01-29,Absent
ATT002307,ENR00193,2024-02-05,Present
ATT002308,ENR00193,2024-02-12,Present
ATT002309,ENR00193,2024-02-19,Present
ATT002310,ENR00193,2024-02-26,Absent
ATT002311,ENR00193,2024-03-04,Absent
ATT002312,ENR00193,2024-03-11,Present
ATT002313,ENR00193,2024-03-18,Present
ATT002314,ENR00193,2024-03-25,Present
ATT002315,ENR00193,2024-04-01,Present
ATT002316,ENR00193,2024-04-08,Present
ATT002317,ENR00194,2024-01-22,Absent
ATT002318,ENR00194,2024-01-29,Present
ATT002319,ENR00194,2024-02-05,Absent
ATT002320,ENR00194,2024-02-12,Present
ATT002321,ENR00194,2024-02-19,Late
ATT002322,ENR00194,2024-02-26,Absent
ATT002323,ENR00194,2024-03-04,Present
ATT002324,ENR00194,2024-03-11,Present
ATT002325,ENR00194,2024-03-18,Late
ATT002326,ENR00194,2024-03-25,Present
ATT002327,ENR00194,2024-04-01,Present
ATT002328,ENR00194,2024-04-08,Present
ATT002329,ENR00195,2024-01-22,Present
ATT002330,ENR00195,2024-01-29,Present
ATT002331,ENR00195,2024-02-05,Present
ATT002332,ENR00195,2024-02-12,Present
ATT002333,ENR00195,2024-02-19,Present
ATT002334,ENR00195,2024-02-26,Present
ATT002335,ENR00195,2024-03-04,Present
ATT002336,ENR00195,2024-03-11,Present
ATT002337,ENR00195,2024-03-18,Present
ATT002338,ENR00195,2024-03-25,Present
ATT002339,ENR00195,2024-04-01,Absent
ATT002340,ENR00195,2024-04-08,Present
ATT002341,ENR00196,2024-01-22,Present
ATT002342,ENR00196,2024-01-29,Late
ATT002343,ENR00196,2024-02-05,Present
ATT002344,ENR00196,2024-02-12,Absent
ATT002345,ENR00196,2024-02-19,Present
ATT002346,ENR00196,2024-02-26,Present
ATT002347,ENR00196,2024-03-04,Present
ATT002348,ENR00196,2024-03-11,Absent
ATT002349,ENR00196,2024-03-18,Present
ATT002350,ENR00196,2024-03-25,Present
ATT002351,ENR00196,2024-04-01,Present
ATT002352,ENR00196,2024-04-08,Present
ATT002353,ENR00197,2024-01-22,Present
ATT002354,ENR00197,2024-01-29,Present
ATT002355,ENR00197,2024-02-05,Absent
ATT002356,ENR00197,2024-02-12,Absent
ATT002357,ENR00197,2024-02-19,Present
ATT002358,ENR00197,2024-02-26,Present
ATT002359,ENR00197,2024-03-04,Absent
ATT002360,ENR00197,2024-03-11,Present
ATT002361,ENR00197,2024-03-18,Present
ATT002362,ENR00197,2024-03-25,Present
ATT002363,ENR00197,2024-04-01,Late
ATT002364,ENR00197,2024-04-08,Present
ATT002365,ENR00198,2024-01-22,Present
ATT002366,ENR00198,2024-01-29,Present
ATT002367,ENR00198,2024-02-05,Present
ATT002368,ENR00198,2024-02-12,Present
ATT002369,ENR00198,2024-02-19,Present
ATT002370,ENR00198,2024-02-26,Present
ATT002371,ENR00198,2024-03-04,Absent
ATT002372,ENR00198,2024-03-11,Present
ATT002373,ENR00198,2024-03-18,Present
ATT002374,ENR00198,2024-03-25,Present
ATT002375,ENR00198,2024-04-01,Absent
ATT002376,ENR00198,2024-04-08,Present
ATT002377,ENR00199,2024-01-22,Present
ATT002378,ENR00199,2024-01-29,Present
ATT002379,ENR00199,2024-02-05,Present
ATT002380,ENR00199,2024-02-12,Present
ATT002381,ENR00199,2024-02-19,Late
ATT002382,ENR00199,2024-02-26,Present
ATT002383,ENR00199,2024-03-04,Present
ATT002384,ENR00199,2024-03-11,Present
ATT002385,ENR00199,2024-03-18,Present
ATT002386,ENR00199,2024-03-25,Late
ATT002387,ENR00199,2024-04-01,Late
ATT002388,ENR00199,2024-04-08,Absent
ATT002389,ENR00200,2024-01-22,Present
ATT002390,ENR00200,2024-01-29,Present
ATT002391,ENR00200,2024-02-05,Present
ATT002392,ENR00200,2024-02-12,Present
ATT002393,ENR00200,2024-02-19,Present
ATT002394,ENR00200,2024-02-26,Present
ATT002395,ENR00200,2024-03-04,Present
ATT002396,ENR00200,2024-03-11,Absent
ATT002397,ENR00200,2024-03-18,Present
ATT002398,ENR00200,2024-03-25,Present
ATT002399,ENR00200,2024-04-01,Present
ATT002400,ENR00200,2024-04-08,Present
ATT002401,ENR00201,2024-01-22,Present
ATT002402,ENR00201,2024-01-29,Present
ATT002403,ENR00201,2024-02-05,Present
ATT002404,ENR00201,2024-02-12,Present
ATT002405,ENR00201,2024-02-19,Present
ATT002406,ENR00201,2024-02-26,Present
ATT002407,ENR00201,2024-03-04,Present
ATT002408,ENR00201,2024-03-11,Present
ATT002409,ENR00201,2024-03-18,Late
ATT002410,ENR00201,2024-03-25,Absent
ATT002411,ENR00201,2024-04-01,Present
ATT002412,ENR00201,2024-04-08,Present
ATT002413,ENR00202,2024-01-22,Absent
ATT002414,ENR00202,2024-01-29,Present
ATT002415,ENR00202,2024-02-05,Present
ATT002416,ENR00202,2024-02-12,Present
ATT002417,ENR00202,2024-02-19,Late
ATT002418,ENR00202,2024-02-26,Present
ATT002419,ENR00202,2024-03-04,Present
ATT002420,ENR00202,2024-03-11,Present
ATT002421,ENR00202,2024-03-18,Late
ATT002422,ENR00202,2024-03-25,Present
ATT002423,ENR00202,2024-04-01,Present
ATT002424,ENR00202,2024-04-08,Present
ATT002425,ENR00203,2024-01-22,Present
ATT002426,ENR00203,2024-01-29,Present
ATT002427,ENR00203,2024-02-05,Present
ATT002428,ENR00203,2024-02-12,Present
ATT002429,ENR00203,2024-02-19,Present
ATT002430,ENR00203,2024-02-26,Absent
ATT002431,ENR00203,2024-03-04,Late
ATT002432,ENR00203,2024-03-11,Present
ATT002433,ENR00203,2024-03-18,Present
ATT002434,ENR00203,2024-03-25,Present
ATT002435,ENR00203,2024-04-01,Late
ATT002436,ENR00203,2024-04-08,Present
ATT002437,ENR00204,2024-01-22,Present
ATT002438,ENR00204,2024-01-29,Present
ATT002439,ENR00204,2024-02-05,Present
ATT002440,ENR00204,2024-02-12,Absent
ATT002441,ENR00204,2024-02-19,Present
ATT002442,ENR00204,2024-02-26,Absent
ATT002443,ENR00204,2024-03-04,Present
ATT002444,ENR00204,2024-03-11,Present
ATT002445,ENR00204,2024-03-18,Present
ATT002446,ENR00204,2024-03-25,Present
ATT002447,ENR00204,2024-04-01,Present
ATT002448,ENR00204,2024-04-08,Late
ATT002449,ENR00205,2024-01-22,Absent
ATT002450,ENR00205,2024-01-29,Absent
ATT002451,ENR00205,2024-02-05,Absent
ATT002452,ENR00205,2024-02-12,Present
ATT002453,ENR00205,2024-02-19,Absent
ATT002454,ENR00205,2024-02-26,Absent
ATT002455,ENR00205,2024-03-04,Absent
ATT002456,ENR00205,2024-03-11,Present
ATT002457,ENR00205,2024-03-18,Present
ATT002458,ENR00205,2024-03-25,Present
ATT002459,ENR00205,2024-04-01,Late
ATT002460,ENR00205,2024-04-08,Absent
ATT002461,ENR00206,2024-01-22,Late
ATT002462,ENR00206,2024-01-29,Absent
ATT002463,ENR00206,2024-02-05,Late
ATT002464,ENR00206,2024-02-12,Absent
ATT002465,ENR00206,2024-02-19,Present
ATT002466,ENR00206,2024-02-26,Absent
ATT002467,ENR00206,2024-03-04,Present
ATT002468,ENR00206,2024-03-11,Present
ATT002469,ENR00206,2024-03-18,Present
ATT002470,ENR00206,2024-03-25,Present
ATT002471,ENR00206,2024-04-01,Present
ATT002472,ENR00206,2024-04-08,Present
ATT002473,ENR00207,2024-01-22,Present
ATT002474,ENR00207,2024-01-29,Present
ATT002475,ENR00207,2024-02-05,Present
ATT002476,ENR00207,2024-02-12,Absent
ATT002477,ENR00207,2024-02-19,Present
ATT002478,ENR00207,2024-02-26,Absent
ATT002479,ENR00207,2024-03-04,Present
ATT002480,ENR00207,2024-03-11,Present
ATT002481,ENR00207,2024-03-18,Absent
ATT002482,ENR00207,2024-03-25,Present
ATT002483,ENR00207,2024-04-01,Present
ATT002484,ENR00207,2024-04-08,Late
ATT002485,ENR00208,2024-01-22,Absent
ATT002486,ENR00208,2024-01-29,Present
ATT002487,ENR00208,2024-02-05,Absent
ATT002488,ENR00208,2024-02-12,Present
ATT002489,ENR00208,2024-02-19,Present
ATT002490,ENR00208,2024-02-26,Present
ATT002491,ENR00208,2024-03-04,Present
ATT002492,ENR00208,2024-03-11,Present
ATT002493,ENR00208,2024-03-18,Present
ATT002494,ENR00208,2024-03-25,Present
ATT002495,ENR00208,2024-04-01,Present
ATT002496,ENR00208,2024-04-08,Absent
ATT002497,ENR00209,2024-01-22,Present
ATT002498,ENR00209,2024-01-29,Absent
ATT002499,ENR00209,2024-02-05,Present
ATT002500,ENR00209,2024-02-12,Present
ATT002501,ENR00209,2024-02-19,Late
ATT002502,ENR00209,2024-02-26,Absent
ATT002503,ENR00209,2024-03-04,Late
ATT002504,ENR00209,2024-03-11,Present
ATT002505,ENR00209,2024-03-18,Present
ATT002506,ENR00209,2024-03-25,Late
ATT002507,ENR00209,2024-04-01,Present
ATT002508,ENR00209,2024-04-08,Absent
ATT002509,ENR00210,2024-01-22,Present
ATT002510,ENR00210,2024-01-29,Present
ATT002511,ENR00210,2024-02-05,Present
ATT002512,ENR00210,2024-02-12,Present
ATT002513,ENR00210,2024-02-19,Present
ATT002514,ENR00210,2024-02-26,Absent
ATT002515,ENR00210,2024-03-04,Present
ATT002516,ENR00210,2024-03-11,Present
ATT002517,ENR00210,2024-03-18,Present
ATT002518,ENR00210,2024-03-25,Late
ATT002519,ENR00210,2024-04-01,Present
ATT002520,ENR00210,2024-04-08,Present
ATT002521,ENR00211,2024-01-22,Late
ATT002522,ENR00211,2024-01-29,Late
ATT002523,ENR00211,2024-02-05,Absent
ATT002524,ENR00211,2024-02-12,Absent
ATT002525,ENR00211,2024-02-19,Late
ATT002526,ENR00211,2024-02-26,Present
ATT002527,ENR00211,2024-03-04,Absent
ATT002528,ENR00211,2024-03-11,Present
ATT002529,ENR00211,2024-03-18,Absent
ATT002530,ENR00211,2024-03-25,Present
ATT002531,ENR00211,2024-04-01,Present
ATT002532,ENR00211,2024-04-08,Present
ATT002533,ENR00212,2024-01-22,Absent
ATT002534,ENR00212,2024-01-29,Late
ATT002535,ENR00212,2024-02-05,Present
ATT002536,ENR00212,2024-02-12,Present
ATT002537,ENR00212,2024-02-19,Present
ATT002538,ENR00212,2024-02-26,Present
ATT002539,ENR00212,2024-03-04,Absent
ATT002540,ENR00212,2024-03-11,Present
ATT002541,ENR00212,2024-03-18,Present
ATT002542,ENR00212,2024-03-25,Present
ATT002543,ENR00212,2024-04-01,Present
ATT002544,ENR00212,2024-04-08,Absent
ATT002545,ENR00213,2024-01-22,Present
ATT002546,ENR00213,2024-01-29,Absent
ATT002547,ENR00213,2024-02-05,Absent
ATT002548,ENR00213,2024-02-12,Present
ATT002549,ENR00213,2024-02-19,Present
ATT002550,ENR00213,2024-02-26,Present
ATT002551,ENR00213,2024-03-04,Present
ATT002552,ENR00213,2024-03-11,Absent
ATT002553,ENR00213,2024-03-18,Present
ATT002554,ENR00213,2024-03-25,Present
ATT002555,ENR00213,2024-04-01,Present
ATT002556,ENR00213,2024-04-08,Present
ATT002557,ENR00214,2024-01-22,Present
ATT002558,ENR00214,2024-01-29,Present
ATT002559,ENR00214,2024-02-05,Present
ATT002560,ENR00214,2024-02-12,Present
ATT002561,ENR00214,2024-02-19,Absent
ATT002562,ENR00214,2024-02-26,Present
ATT002563,ENR00214,2024-03-04,Present
ATT002564,ENR00214,2024-03-11,Absent
ATT002565,ENR00214,2024-03-18,Present
ATT002566,ENR00214,2024-03-25,Present
ATT002567,ENR00214,2024-04-01,Present
ATT002568,ENR00214,2024-04-08,Present
ATT002569,ENR00215,2024-01-22,Absent
ATT002570,ENR00215,2024-01-29,Present
ATT002571,ENR00215,2024-02-05,Present
ATT002572,ENR00215,2024-02-12,Present
ATT002573,ENR00215,2024-02-19,Absent
ATT002574,ENR00215,2024-02-26,Late
ATT002575,ENR00215,2024-03-04,Present
ATT002576,ENR00215,2024-03-11,Present
ATT002577,ENR00215,2024-03-18,Present
ATT002578,ENR00215,2024-03-25,Present
ATT002579,ENR00215,2024-04-01,Present
ATT002580,ENR00215,2024-04-08,Present
ATT002581,ENR00216,2024-01-22,Present
ATT002582,ENR00216,2024-01-29,Present
ATT002583,ENR00216,2024-02-05,Late
ATT002584,ENR00216,2024-02-12,Present
ATT002585,ENR00216,2024-02-19,Absent
ATT002586,ENR00216,2024-02-26,Present
ATT002587,ENR00216,2024-03-04,Present
ATT002588,ENR00216,2024-03-11,Present
ATT002589,ENR00216,2024-03-18,Absent
ATT002590,ENR00216,2024-03-25,Present
ATT002591,ENR00216,2024-04-01,Present
ATT002592,ENR00216,2024-04-08,Present
ATT002593,ENR00217,2024-01-22,Present
ATT002594,ENR00217,2024-01-29,Present
ATT002595,ENR00217,2024-02-05,Present
ATT002596,ENR00217,2024-02-12,Present
ATT002597,ENR00217,2024-02-19,Absent
ATT002598,ENR00217,2024-02-26,Present
ATT002599,ENR00217,2024-03-04,Present
ATT002600,ENR00217,2024-03-11,Present
ATT002601,ENR00217,2024-03-18,Present
ATT002602,ENR00217,2024-03-25,Present
ATT002603,ENR00217,2024-04-01,Present
ATT002604,ENR00217,2024-04-08,Present
ATT002605,ENR00218,2024-01-22,Present
ATT002606,ENR00218,2024-01-29,Present
ATT002607,ENR00218,2024-02-05,Present
ATT002608,ENR00218,2024-02-12,Present
ATT002609,ENR00218,2024-02-19,Present
ATT002610,ENR00218,2024-02-26,Absent
ATT002611,ENR00218,2024-03-04,Absent
ATT002612,ENR00218,2024-03-11,Present
ATT002613,ENR00218,2024-03-18,Present
ATT002614,ENR00218,2024-03-25,Late
ATT002615,ENR00218,2024-04-01,Present
ATT002616,ENR00218,2024-04-08,Late
ATT002617,ENR00219,2024-01-22,Present
ATT002618,ENR00219,2024-01-29,Present
ATT002619,ENR00219,2024-02-05,Present
ATT002620,ENR00219,2024-02-12,Present
ATT002621,ENR00219,2024-02-19,Present
ATT002622,ENR00219,2024-02-26,Present
ATT002623,ENR00219,2024-03-04,Late
ATT002624,ENR00219,2024-03-11,Present
ATT002625,ENR00219,2024-03-18,Present
ATT002626,ENR00219,2024-03-25,Present
ATT002627,ENR00219,2024-04-01,Present
ATT002628,ENR00219,2024-04-08,Present
ATT002629,ENR00220,2024-01-22,Present
ATT002630,ENR00220,2024-01-29,Present
ATT002631,ENR00220,2024-02-05,Late
ATT002632,ENR00220,2024-02-12,Present
ATT002633,ENR00220,2024-02-19,Absent
ATT002634,ENR00220,2024-02-26,Present
ATT002635,ENR00220,2024-03-04,Present
ATT002636,ENR00220,2024-03-11,Present
ATT002637,ENR00220,2024-03-18,Present
ATT002638,ENR00220,2024-03-25,Present
ATT002639,ENR00220,2024-04-01,Present
ATT002640,ENR00220,2024-04-08,Present
ATT002641,ENR00221,2024-01-22,Present
ATT002642,ENR00221,2024-01-29,Present
ATT002643,ENR00221,2024-02-05,Present
ATT002644,ENR00221,2024-02-12,Absent
ATT002645,ENR00221,2024-02-19,Present
ATT002646,ENR00221,2024-02-26,Late
ATT002647,ENR00221,2024-03-04,Present
ATT002648,ENR00221,2024-03-11,Present
ATT002649,ENR00221,2024-03-18,Present
ATT002650,ENR00221,2024-03-25,Present
ATT002651,ENR00221,2024-04-01,Present
ATT002652,ENR00221,2024-04-08,Present
ATT002653,ENR00222,2024-01-22,Present
ATT002654,ENR00222,2024-01-29,Present
ATT002655,ENR00222,2024-02-05,Present
ATT002656,ENR00222,2024-02-12,Present
ATT002657,ENR00222,2024-02-19,Present
ATT002658,ENR00222,2024-02-26,Present
ATT002659,ENR00222,2024-03-04,Present
ATT002660,ENR00222,2024-03-11,Absent
ATT002661,ENR00222,2024-03-18,Absent
ATT002662,ENR00222,2024-03-25,Present
ATT002663,ENR00222,2024-04-01,Present
ATT002664,ENR00222,2024-04-08,Present
ATT002665,ENR00223,2024-01-22,Absent
ATT002666,ENR00223,2024-01-29,Present
ATT002667,ENR00223,2024-02-05,Present
ATT002668,ENR00223,2024-02-12,Present
ATT002669,ENR00223,2024-02-19,Present
ATT002670,ENR00223,2024-02-26,Present
ATT002671,ENR00223,2024-03-04,Present
ATT002672,ENR00223,2024-03-11,Present
ATT002673,ENR00223,2024-03-18,Late
ATT002674,ENR00223,2024-03-25,Present
ATT002675,ENR00223,2024-04-01,Present
ATT002676,ENR00223,2024-04-08,Present
ATT002677,ENR00224,2024-01-22,Present
ATT002678,ENR00224,2024-01-29,Present
ATT002679,ENR00224,2024-02-05,Present
ATT002680,ENR00224,2024-02-12,Present
ATT002681,ENR00224,2024-02-19,Present
ATT002682,ENR00224,2024-02-26,Present
ATT002683,ENR00224,2024-03-04,Absent
ATT002684,ENR00224,2024-03-11,Present
ATT002685,ENR00224,2024-03-18,Present
ATT002686,ENR00224,2024-03-25,Present
ATT002687,ENR00224,2024-04-01,Present
ATT002688,ENR00224,2024-04-08,Late
ATT002689,ENR00225,2024-01-22,Present
ATT002690,ENR00225,2024-01-29,Absent
ATT002691,ENR00225,2024-02-05,Late
ATT002692,ENR00225,2024-02-12,Present
ATT002693,ENR00225,2024-02-19,Absent
ATT002694,ENR00225,2024-02-26,Present
ATT002695,ENR00225,2024-03-04,Present
ATT002696,ENR00225,2024-03-11,Present
ATT002697,ENR00225,2024-03-18,Present
ATT002698,ENR00225,2024-03-25,Late
ATT002699,ENR00225,2024-04-01,Present
ATT002700,ENR00225,2024-04-08,Present
ATT002701,ENR00226,2024-01-22,Absent
ATT002702,ENR00226,2024-01-29,Absent
ATT002703,ENR00226,2024-02-05,Present
ATT002704,ENR00226,2024-02-12,Present
ATT002705,ENR00226,2024-02-19,Present
ATT002706,ENR00226,2024-02-26,Present
ATT002707,ENR00226,2024-03-04,Present
ATT002708,ENR00226,2024-03-11,Present
ATT002709,ENR00226,2024-03-18,Late
ATT002710,ENR00226,2024-03-25,Present
ATT002711,ENR00226,2024-04-01,Present
ATT002712,ENR00226,2024-04-08,Present
ATT002713,ENR00227,2024-01-22,Present
ATT002714,ENR00227,2024-01-29,Present
ATT002715,ENR00227,2024-02-05,Present
ATT002716,ENR00227,2024-02-12,Late
ATT002717,ENR00227,2024-02-19,Present
ATT002718,ENR00227,2024-02-26,Present
ATT002719,ENR00227,2024-03-04,Present
ATT002720,ENR00227,2024-03-11,Absent
ATT002721,ENR00227,2024-03-18,Present
ATT002722,ENR00227,2024-03-25,Late
ATT002723,ENR00227,2024-04-01,Present
ATT002724,ENR00227,2024-04-08,Present
ATT002725,ENR00228,2024-01-22,Late
ATT002726,ENR00228,2024-01-29,Present
ATT002727,ENR00228,2024-02-05,Present
ATT002728,ENR00228,2024-02-12,Present
ATT002729,ENR00228,2024-02-19,Present
ATT002730,ENR00228,2024-02-26,Present
ATT002731,ENR00228,2024-03-04,Absent
ATT002732,ENR00228,2024-03-11,Present
ATT002733,ENR00228,2024-03-18,Late
ATT002734,ENR00228,2024-03-25,Absent
ATT002735,ENR00228,2024-04-01,Present
ATT002736,ENR00228,2024-04-08,Present
ATT002737,ENR00229,2024-01-22,Present
ATT002738,ENR00229,2024-01-29,Present
ATT002739,ENR00229,2024-02-05,Present
ATT002740,ENR00229,2024-02-12,Present
ATT002741,ENR00229,2024-02-19,Late
ATT002742,ENR00229,2024-02-26,Present
ATT002743,ENR00229,2024-03-04,Present
ATT002744,ENR00229,2024-03-11,Present
ATT002745,ENR00229,2024-03-18,Present
ATT002746,ENR00229,2024-03-25,Present
ATT002747,ENR00229,2024-04-01,Present
ATT002748,ENR00229,2024-04-08,Late
ATT002749,ENR00230,2024-01-22,Present
ATT002750,ENR00230,2024-01-29,Present
ATT002751,ENR00230,2024-02-05,Present
ATT002752,ENR00230,2024-02-12,Present
ATT002753,ENR00230,2024-02-19,Absent
ATT002754,ENR00230,2024-02-26,Present
ATT002755,ENR00230,2024-03-04,Present
ATT002756,ENR00230,2024-03-11,Present
ATT002757,ENR00230,2024-03-18,Present
ATT002758,ENR00230,2024-03-25,Absent
ATT002759,ENR00230,2024-04-01,Present
ATT002760,ENR00230,2024-04-08,Absent
ATT002761,ENR00231,2024-01-22,Present
ATT002762,ENR00231,2024-01-29,Present
ATT002763,ENR00231,2024-02-05,Present
ATT002764,ENR00231,2024-02-12,Present
ATT002765,ENR00231,2024-02-19,Late
ATT002766,ENR00231,2024-02-26,Late
ATT002767,ENR00231,2024-03-04,Present
ATT002768,ENR00231,2024-03-11,Present
ATT002769,ENR00231,2024-03-18,Absent
ATT002770,ENR00231,2024-03-25,Late
ATT002771,ENR00231,2024-04-01,Present
ATT002772,ENR00231,2024-04-08,Present
ATT002773,ENR00232,2024-01-22,Present
ATT002774,ENR00232,2024-01-29,Present
ATT002775,ENR00232,2024-02-05,Late
ATT002776,ENR00232,2024-02-12,Present
ATT002777,ENR00232,2024-02-19,Present
ATT002778,ENR00232,2024-02-26,Present
ATT002779,ENR00232,2024-03-04,Late
ATT002780,ENR00232,2024-03-11,Absent
ATT002781,ENR00232,2024-03-18,Present
ATT002782,ENR00232,2024-03-25,Absent
ATT002783,ENR00232,2024-04-01,Present
ATT002784,ENR00232,2024-04-08,Present
ATT002785,ENR00233,2024-01-22,Present
ATT002786,ENR00233,2024-01-29,Present
ATT002787,ENR00233,2024-02-05,Present
ATT002788,ENR00233,2024-02-12,Present
ATT002789,ENR00233,2024-02-19,Absent
ATT002790,ENR00233,2024-02-26,Present
ATT002791,ENR00233,2024-03-04,Late
ATT002792,ENR00233,2024-03-11,Absent
ATT002793,ENR00233,2024-03-18,Present
ATT002794,ENR00233,2024-03-25,Present
ATT002795,ENR00233,2024-04-01,Absent
ATT002796,ENR00233,2024-04-08,Absent
ATT002797,ENR00234,2024-01-22,Late
ATT002798,ENR00234,2024-01-29,Present
ATT002799,ENR00234,2024-02-05,Late
ATT002800,ENR00234,2024-02-12,Present
ATT002801,ENR00234,2024-02-19,Present
ATT002802,ENR00234,2024-02-26,Present
ATT002803,ENR00234,2024-03-04,Present
ATT002804,ENR00234,2024-03-11,Present
ATT002805,ENR00234,2024-03-18,Late
ATT002806,ENR00234,2024-03-25,Present
ATT002807,ENR00234,2024-04-01,Late
ATT002808,ENR00234,2024-04-08,Present
ATT002809,ENR00235,2024-01-22,Late
ATT002810,ENR00235,2024-01-29,Present
ATT002811,ENR00235,2024-02-05,Present
ATT002812,ENR00235,2024-02-12,Present
ATT002813,ENR00235,2024-02-19,Present
ATT002814,ENR00235,2024-02-26,Present
ATT002815,ENR00235,2024-03-04,Present
